Client_name,grade,emp_title,emp_length,home_ownership,annual_inc,addr_state
1673201,B,LA County DPSS,10+ years,RENT,66400.0,CA
39752987,B,Field Technician,10+ years,RENT,125000.0,NY
14319029,B,Field Supervisor ,10+ years,RENT,58000.0,CA
10760812,B,Sales Rep,10+ years,MORTGAGE,70000.0,NC
63900334,E,Trainer,10+ years,MORTGAGE,65000.0,WA
71330437,C,Senior Pastor,7 years,MORTGAGE,92000.0,TN
10329679,B,Supervisor III,10+ years,MORTGAGE,93000.0,CT
47885658,C,Senior Credit Support Specialist,10+ years,MORTGAGE,51000.0,CA
58289114,C,Teacher,10+ years,MORTGAGE,40350.0,VA
10637749,C,Foreman 1,10+ years,RENT,50000.0,OR
61616049,C,Chemist,2 years,RENT,52000.0,IL
64547417,B,Personal Banker,4 years,RENT,32219.0,FL
67960148,C,Manager,6 years,RENT,48000.0,CT
59642207,A,,,MORTGAGE,61558.0,WA
42972142,C,Air Traffic Security Specialist,10+ years,MORTGAGE,145000.0,CT
315574,C,Svendsen's Boat Works,1 year,OWN,51320.0,CA
65892452,D,Manager,10+ years,OWN,75000.0,CO
30585569,D,Bus Operator,10+ years,RENT,68000.0,HI
53501912,C,Recreation Supervisor,7 years,RENT,65000.0,CA
8216761,B,City of Columbus,10+ years,MORTGAGE,75000.0,OH
59753351,D,Senior Accounting ,10+ years,MORTGAGE,42700.0,NY
67700903,A,Lead Engineer,10+ years,MORTGAGE,120000.0,MI
45460594,D,Front Office Adminstrator,1 year,RENT,84800.0,MT
63048293,D,Software Engineer,< 1 year,RENT,55000.0,MA
1391572,A,The Nielsen Company,10+ years,MORTGAGE,75000.0,FL
70689331,B,Chaplain,5 years,MORTGAGE,43000.0,GA
5461595,C,CMS,2 years,RENT,52000.0,NY
64866570,A,,,RENT,145596.0,CA
44677410,B,President,1 year,RENT,200000.0,CA
44295150,C,Owner,< 1 year,RENT,79000.0,MN
8307069,A,Merrill Insurance Group,3 years,MORTGAGE,30000.0,FL
65549985,C,HVAC,< 1 year,RENT,37440.0,AZ
42812010,C,Cleaning Tech,9 years,RENT,38012.48,WI
18594782,D,Debt Counselor,< 1 year,OWN,52000.0,NY
734799,C,Pep,1 year,RENT,40000.0,PA
62150053,C,cpa,10+ years,MORTGAGE,175000.0,NJ
52275526,E,general box worker,< 1 year,MORTGAGE,35000.0,KS
8198354,D,Pratt & Whitney,10+ years,MORTGAGE,86000.0,CT
49224429,B,Credit Analyst,3 years,RENT,50000.0,MA
8551646,B,"Evergreen Transport, Inc",6 years,RENT,80000.0,FL
64993262,A,OFFICE MANAGER,4 years,MORTGAGE,60000.0,WV
8189524,B,Florida Power and Light,1 year,MORTGAGE,80000.0,FL
977856,A,,7 years,MORTGAGE,175000.0,VA
37136167,B,Sales Manager,1 year,RENT,100000.0,CA
60977748,E,Project manager,7 years,RENT,57000.0,OH
7441092,C,Appalachian Restoration,2 years,RENT,43000.0,NC
65012869,A,Truck driver,7 years,RENT,65000.0,CA
70701544,B,Locator,10+ years,RENT,103000.0,OK
53282358,B,Project Manager,< 1 year,MORTGAGE,145600.0,FL
8547088,B,Fond du Lac Family YMCA,10+ years,MORTGAGE,118000.0,WI
1340456,C,Avizet,6 years,MORTGAGE,58000.0,VA
7429071,A,FINANCE DIRECTOR,10+ years,MORTGAGE,130000.0,GA
8763803,B,Kirby off shore marine,9 years,OWN,90879.0,NH
59672107,B,Fire Marshal,10+ years,MORTGAGE,56000.0,FL
22580850,C,Rehab Aide ,4 years,RENT,30000.0,TX
1335197,B,Social Security Administration,3 years,OWN,48000.0,CA
58729534,D,Assistant,10+ years,OWN,37822.2,TX
65601379,B,,,MORTGAGE,71000.0,NY
33940182,C,firefighter/ paramedic,4 years,MORTGAGE,80000.0,MA
20336990,B,collision tech,9 years,MORTGAGE,65000.0,PA
57965674,E,Corrosion Tech,5 years,OWN,98000.0,TX
65461125,D,Office Manager,9 years,RENT,44000.0,NE
61415482,A,,,MORTGAGE,50000.0,OH
10437345,C,educator,4 years,OWN,40000.0,NY
1827453,A,Alliance Data,< 1 year,RENT,31000.0,MO
61814830,E,Marketing Secretary,3 years,RENT,24000.0,IN
9348826,C,Principal,10+ years,MORTGAGE,102000.0,MD
53945635,C,Sr. Research Analyst,1 year,MORTGAGE,78000.0,IL
2627357,E,Huntington in galls,9 years,MORTGAGE,70000.0,LA
11933997,C,Registered Nurse,7 years,OWN,65000.0,OH
714865,F,Assistant Branch Manager,8 years,RENT,57631.0,IL
61595912,C,Business Manager,5 years,RENT,88000.0,NY
19778084,B,Front Office Manager,10+ years,MORTGAGE,56000.0,CT
1498204,B,R/GA,1 year,RENT,70000.0,IL
64922724,B,Process engineering ,9 years,MORTGAGE,88750.0,TX
682915,A,St. John Lutheran Church,8 years,MORTGAGE,1080000.0,MD
70289404,D,"Music teacher, substitute teacher",3 years,RENT,20000.0,MO
67752817,C,Federal Agent,10+ years,MORTGAGE,126000.0,MN
59025337,A,"Vice President, Operations",10+ years,RENT,110000.0,CA
43022875,B,Senior Aircraft Inspector,10+ years,RENT,130000.0,CT
67601965,C,OTR Driver,1 year,RENT,53000.0,WV
26807759,A,Case Manager,10+ years,MORTGAGE,74000.0,WA
43947393,B,manager,10+ years,RENT,90000.0,IL
60174978,A,Manager,10+ years,RENT,35000.0,FL
8717604,C,University of Phoenix,4 years,RENT,40000.0,AZ
34711827,D,handyman,1 year,RENT,40000.0,NY
940288,A,Lazydays RV,4 years,OWN,45000.0,FL
39002921,A,communications officer,10+ years,OWN,27000.0,TX
30665153,C,o/n support manager,8 years,RENT,28000.0,TX
65543063,A,"Director, Corporate Development",1 year,RENT,25000.0,CA
4859167,A,Stallion Oilfield,3 years,MORTGAGE,96000.0,TX
7108699,A,,,MORTGAGE,67352.52,CA
10439803,B,Registered Nurse,< 1 year,RENT,41600.0,IN
51874689,A,Counselor,10+ years,RENT,42500.0,AR
4223977,B,HCA,10+ years,MORTGAGE,85000.0,VA
16340787,B,Bartender/server,8 years,RENT,32000.0,IN
1186741,A,South Bay Cable Corp,10+ years,MORTGAGE,58000.0,CA
72767232,B,Complex Bill Review Nurse ,3 years,MORTGAGE,60000.0,IL
63108259,C,Firefighter,3 years,MORTGAGE,72000.0,TX
64586202,C,Bartender ,10+ years,RENT,48000.0,FL
13387119,B,COMMERCIAL MANAGER,10+ years,MORTGAGE,108000.0,MA
47112170,B,Program Manager,8 years,MORTGAGE,175000.0,WV
66453687,C,Supervisor,8 years,MORTGAGE,50000.0,WV
63119862,C,Asst Controller,10+ years,RENT,100000.0,NY
46011503,D,Clerk,6 years,RENT,30000.0,MI
15048175,C,Mud Engineer,5 years,MORTGAGE,85200.0,CA
46111928,D,Administartion,4 years,MORTGAGE,40000.0,OK
49863981,C,telecommunications ,10+ years,MORTGAGE,80000.0,OH
15199798,B,Food Service Manager,10+ years,RENT,59000.0,CA
35042315,E,line haul driver,2 years,MORTGAGE,60000.0,OH
41442622,B,Senior Process Engineer,3 years,RENT,82000.0,NY
5788719,B,Palatial concrete,2 years,RENT,65000.0,NY
35123262,E,shipping clerk,10+ years,RENT,42000.0,NY
70239245,D,Road Driver,10+ years,MORTGAGE,75000.0,MI
69869112,A,Customer Service,10+ years,RENT,35000.0,MN
63129546,C,Correctional Sergeant,7 years,RENT,80000.0,CA
32878617,C,Teacher,1 year,MORTGAGE,47000.0,TX
58689274,A,Continuous Improvement Manager/Six Sigma,10+ years,MORTGAGE,95500.0,TN
37737824,B,Chief PA of the Heart & Vascular Center,10+ years,MORTGAGE,127500.0,NY
49382512,D,Line lead,10+ years,MORTGAGE,750000.0,IN
9380760,A,boilermaker,< 1 year,MORTGAGE,50000.0,SC
19675336,B,Purchasing Specialist,1 year,RENT,68500.0,GA
1727610,A,Life Deck/Pacific Pebbles,10+ years,RENT,64800.0,CA
49830450,B,laborer,10+ years,RENT,43000.0,NY
63823473,A,Project Manager,3 years,OWN,104000.0,NC
65577063,C,VP Nursing Education,3 years,MORTGAGE,135000.0,TX
70621045,C,Health Care Eligibility Director,10+ years,MORTGAGE,82100.0,VT
41393584,A,Chemist,10+ years,MORTGAGE,55000.0,IL
63476216,B,Registered Nurse,10+ years,RENT,70000.0,SC
1339442,D,Applications Analyst,< 1 year,MORTGAGE,50000.0,MO
13677295,B,ACADEMIC COACH,10+ years,MORTGAGE,85064.0,CA
6479003,B,KAISER PERMANENTE,7 years,RENT,54000.0,CA
56995270,C,Inventory Clerk,10+ years,RENT,36000.0,IL
43884987,C,Customer Service Supervisor,10+ years,RENT,48000.0,IL
70277652,B,Debt collector ,6 years,MORTGAGE,35000.0,TX
6037871,E,chrysler corp,10+ years,RENT,71000.0,MI
17472972,B,asst produce manager,10+ years,MORTGAGE,50000.0,NC
699868,A,Micros Systems Inc.,10+ years,MORTGAGE,57431.0,FL
72837041,B,Owner/Operator,10+ years,MORTGAGE,50000.0,KS
1988411,B,A-L FINANCIAL CORP.,7 years,RENT,54000.0,CA
12520273,C,Professor,10+ years,MORTGAGE,106000.0,NY
29382858,A,AQC Cooridinator,3 years,MORTGAGE,45000.0,KY
7230166,C,Mooresville City Schools,10+ years,MORTGAGE,55000.0,NC
59662766,D,Technical solutions specialist,8 years,RENT,60000.0,AZ
6498838,B,Pepsico,10+ years,MORTGAGE,80000.0,GA
15329530,C,Sales Manager,4 years,OWN,46000.0,MD
61546736,C,Registered Nurse ,5 years,RENT,50000.0,KS
73323991,B,Captain,10+ years,OWN,75000.0,LA
42386073,A,Material Handler,7 years,MORTGAGE,55000.0,OH
43978478,D,bus driver,10+ years,RENT,65000.0,CO
20858142,E,Projects Manager,10+ years,MORTGAGE,200000.0,NY
31267550,B,Office Manager,2 years,MORTGAGE,83000.0,TX
1366368,A,3Crowd Technologies,2 years,MORTGAGE,115000.0,CA
13646868,E,supervisor,5 years,RENT,46000.0,FL
16673171,G,Programmer,1 year,MORTGAGE,100000.0,AZ
41035105,C,Customer Service Representative,2 years,RENT,32000.0,IL
27669523,E,Customer Service Supervisor,< 1 year,MORTGAGE,60000.0,IL
23142546,C,Database Manager,6 years,MORTGAGE,61067.34,OH
1521577,A,Optima Healthcare Solutions,10+ years,MORTGAGE,100000.0,FL
48552059,D,supervisor,10+ years,RENT,40000.0,WI
53232744,C,Director,2 years,RENT,98000.0,CA
34641925,C,Radfiographer,10+ years,MORTGAGE,42000.0,MI
44666986,G,Metal Trades Supervisor,10+ years,MORTGAGE,80000.0,CA
58439650,A,,,RENT,60000.0,PA
72369713,C,Chief Fire Officer/Fire Marshal,10+ years,MORTGAGE,102000.0,PA
19435703,A,Partner ,7 years,RENT,150000.0,NY
1107652,E,Philip Morris,10+ years,MORTGAGE,52800.0,VA
42223200,D,"Chief, Health Administration Service",10+ years,MORTGAGE,90000.0,TX
26207556,C,teacher,10+ years,MORTGAGE,65000.0,TX
7439006,D,Wake Urological Associates,8 years,OWN,33000.0,NC
41410443,A,driver,8 years,MORTGAGE,50000.0,OH
67280009,A,SR.ANALYST,1 year,RENT,78000.0,TX
57897147,C,Telecom Mgr,9 years,MORTGAGE,81000.0,TN
70456267,D,Mortgage Sales Associate,8 years,RENT,80000.0,CA
50853105,C,Banker,7 years,MORTGAGE,120000.0,AZ
26386537,C,lead neurointerventional technologist,9 years,MORTGAGE,100000.0,NJ
65611406,C,Police Officer,10+ years,MORTGAGE,165000.0,NJ
54626436,A,Case Manager,2 years,RENT,42184.0,CO
51803673,A,Manager,8 years,MORTGAGE,120000.0,NV
42466470,A,Nuclear Security,7 years,MORTGAGE,120000.0,NY
65501528,B,Business Manager,4 years,RENT,84000.0,NY
60907079,E,Administrative Sergeant,5 years,MORTGAGE,72300.0,WY
42356567,B,driver,10+ years,MORTGAGE,80000.0,NJ
49694684,F,Network Engineer,4 years,MORTGAGE,72425.0,TX
1555582,B,Customs And Border Protection,10+ years,MORTGAGE,106000.0,TX
42254352,C,VP client server support,10+ years,MORTGAGE,105000.0,MI
36164495,G,Front Office,10+ years,OWN,45000.0,FL
10677596,A,Machinist,< 1 year,MORTGAGE,55000.0,PA
52324933,A,,,MORTGAGE,100000.0,FL
60987291,B,Office Assistant,3 years,OWN,27000.0,GA
64060226,A,Science Teacher,10+ years,MORTGAGE,69752.0,CA
2128958,C,county of san diego,7 years,RENT,75000.0,CA
8764790,C,Best Buy,5 years,RENT,35000.0,FL
41535839,B,disability processing specialist,8 years,MORTGAGE,100000.0,KS
2027110,B,State Electric Supply Company,2 years,MORTGAGE,30000.0,VA
13147760,B,Salon Manager,< 1 year,RENT,50000.0,AR
72228423,B,Senior Manager,< 1 year,MORTGAGE,200000.0,TN
44314984,D,Charge Nurse,10+ years,MORTGAGE,56201.0,OH
43985650,C,Detention Officer,10+ years,MORTGAGE,53000.0,AZ
46875986,D,Poker Shift Manager,10+ years,OWN,55000.0,LA
14959586,D,Secretary,5 years,RENT,35000.0,NY
73060360,D,,,RENT,50000.0,OH
8578038,B,Time Warner cable,10+ years,MORTGAGE,90038.0,OH
13596718,B,Content Writer,1 year,RENT,27040.0,FL
10878215,C,superintendent,1 year,MORTGAGE,70000.0,IN
30645556,A,executive,10+ years,RENT,35000.0,CA
73244754,A,POLICE OFFICER,3 years,RENT,62000.0,NY
12587823,C,Scheduler/Planner,1 year,MORTGAGE,120000.0,OR
60133855,A,Office Manager/Administrator,4 years,MORTGAGE,90000.0,FL
53131937,C,owner/operator,2 years,OWN,234000.0,WI
16530903,C,Chief Technology Officer,1 year,RENT,105000.0,NY
13700059,B,Custodian,10+ years,MORTGAGE,65000.0,OH
925646,C,,,MORTGAGE,21000.0,MI
3607431,A,Manager,6 years,MORTGAGE,65000.0,TX
1744337,E,Memorial Health University Physicians,3 years,RENT,170000.0,GA
51834658,C,Administrative Assistant,5 years,OWN,50000.0,FL
51703206,A,Senior producer,2 years,MORTGAGE,130000.0,TX
48024370,D,sales manager,4 years,RENT,59000.0,NC
73306631,B,Financial Planner,10+ years,OWN,68000.0,TX
59176155,C,Optcian,1 year,RENT,320000.0,SC
65450061,B,President ,5 years,OWN,350000.0,FL
8047218,F,Rite Aid Pharmacy,10+ years,RENT,36000.0,CA
17603923,A,Sales,10+ years,MORTGAGE,180000.0,OH
1503621,E,forfeiture support associates,5 years,RENT,74000.0,MD
41483993,B,CAT SCAN TECH,10+ years,MORTGAGE,61404.0,PA
7407435,C,Auto Temp Inc.,7 years,MORTGAGE,125000.0,OH
33950609,C,Head waiter,10+ years,MORTGAGE,52400.0,CO
1089659,B,Pacific Waterjet Cutting Inc,8 years,RENT,38000.0,CA
982620,D,Broome Developmental Center,4 years,RENT,24000.0,NY
22451144,C,IT asset manager,10+ years,MORTGAGE,65000.0,LA
67797846,D,Associate Pastor,10+ years,MORTGAGE,126000.0,AZ
41430475,A,registered nurse,5 years,RENT,60000.0,CA
67757921,G,Sr. Lab oratory technician,10+ years,MORTGAGE,73000.0,TX
21338583,B,Staff Sergeant,8 years,RENT,55000.0,CA
42466049,B,salesman,10+ years,MORTGAGE,250000.0,NY
58105232,C,Medical Records ,< 1 year,MORTGAGE,25000.0,WY
1832598,D,Nike,1 year,RENT,14000.0,CA
49925483,A,Propietor,< 1 year,MORTGAGE,295000.0,OR
30005635,C,Loan processor,2 years,MORTGAGE,48000.0,TX
70259176,C,contracts manager,1 year,MORTGAGE,175000.0,AK
22974146,F,Process technician ,7 years,MORTGAGE,90000.0,NC
33589534,A,,,OWN,90000.0,TX
59683513,C,Dental Assistant,3 years,RENT,24000.0,NJ
5801392,D,Ficel (Yacht Harbor LTD),2 years,MORTGAGE,72000.0,MI
6479496,D,Insight imaging ,3 years,MORTGAGE,85000.0,NV
12032815,B,Service Technician,10+ years,MORTGAGE,43000.0,CA
14278349,D,Attorney,10+ years,MORTGAGE,220000.0,OH
23903855,B,Infection Prevention Consultant,8 years,MORTGAGE,67500.0,MO
8719740,C,dtna,10+ years,MORTGAGE,48263.0,NC
31336936,B,Office Operations Manager ,3 years,RENT,33000.0,FL
55267101,D,laundry attendant,7 years,MORTGAGE,37685.0,AL
1897437,E,,,RENT,44000.0,NY
14678199,D,owner/driver,6 years,RENT,175000.0,TX
45330188,D,Administrative Assistant III,10+ years,MORTGAGE,54000.0,RI
14908939,C,Remote Coder IV,10+ years,MORTGAGE,59550.0,TN
1235585,B,Alliance Data Systems,10+ years,RENT,118000.0,CO
65762117,C,Facility Administrator,10+ years,MORTGAGE,70000.0,TX
12777341,D,Track and Field Coach,2 years,RENT,45000.0,NY
46586266,F,receptionist,4 years,RENT,29000.0,OR
62463427,C,tax professional,,MORTGAGE,45000.0,MI
9827781,B,Registered Nurse,10+ years,MORTGAGE,125000.0,CA
2424872,D,Spartanburg School District 5,7 years,MORTGAGE,50000.0,SC
4227955,B,Newton County Board of Education,7 years,MORTGAGE,89900.0,GA
38981793,D,Inventory Manager,10+ years,MORTGAGE,53300.0,MI
46323394,B,Certified Medical Coder/Billing Auditor,2 years,MORTGAGE,31000.0,NC
47073569,D,Rector,10+ years,RENT,120000.0,CA
42233355,D,Dialysis Technician,5 years,RENT,40000.0,CA
8329393,B,enterprise,8 years,RENT,42000.0,NH
64812027,A,,,MORTGAGE,58000.0,KS
10637870,C,Store Manager,10+ years,RENT,113900.0,PA
19525372,B,Assistant Manager,4 years,RENT,33696.0,WA
49525635,C,Pastor,2 years,RENT,48000.0,OH
71239668,C,Teacher,10+ years,MORTGAGE,76100.0,FL
9566766,C,Cartographer,10+ years,MORTGAGE,47000.0,GA
64784008,B,Member,10+ years,RENT,200000.0,NY
32307545,C,Fire Chief,10+ years,MORTGAGE,129000.0,WA
58569440,C,Performance Coach,10+ years,MORTGAGE,80000.0,GA
18764869,B,,,RENT,18000.0,TX
6976729,B,zifko tire and battery inc,10+ years,MORTGAGE,46800.0,WI
55599196,A,Project Manager,10+ years,MORTGAGE,103500.0,OH
11031655,A,barista,10+ years,RENT,35000.0,WA
58095189,A,Case Manager,10+ years,OWN,89000.0,PA
46242724,B,Procurement Specialist,1 year,MORTGAGE,45000.0,MO
6976774,D,Hillsides,1 year,RENT,51000.0,CA
759398,A,Autozone,< 1 year,RENT,12000.0,FL
37396498,E,General Manger,3 years,RENT,88000.0,AR
72737186,E,Medical Coder,3 years,RENT,106000.0,TX
61517354,E,Auto service rep,10+ years,MORTGAGE,59099.04,FL
40946408,F,Master Sergeant,10+ years,MORTGAGE,72000.0,AL
45250564,C,cashier,8 years,OWN,40000.0,TN
42456126,B,Registered nurse,10+ years,MORTGAGE,65000.0,OH
67198850,B,Lead Driver,6 years,OWN,62000.0,ND
16611094,D,SQA Manager,10+ years,MORTGAGE,99000.0,NY
8715791,C,NRG Energy,2 years,MORTGAGE,225000.0,NV
61565836,B,Teacher,2 years,RENT,49000.0,TX
67598728,A,Senior Client Processing Assoc. ,7 years,RENT,50000.0,TX
15179322,E,Word Processor,2 years,MORTGAGE,160000.0,CA
10321976,C,Sales,7 years,RENT,25000.0,CA
55256548,B,Regional Bank President,3 years,MORTGAGE,185000.0,TN
7862640,F,Central Methodist University,7 years,MORTGAGE,58000.0,MO
34050514,E,assisten mechanic,10+ years,OWN,97000.0,NJ
69666875,E,Manager,5 years,MORTGAGE,70000.0,OK
7639133,B,new hanover regional medical center,10+ years,RENT,40000.0,NC
23673365,D,Executive Relations Manager,10+ years,OWN,50000.0,WI
12357017,B,PHOTO MANAGER,10+ years,RENT,32000.0,CA
64865629,G,General Manager,10+ years,MORTGAGE,46000.0,TX
6068614,C,First Republic Mortgage Corp,4 years,MORTGAGE,49284.0,IN
41379522,A,,,MORTGAGE,91000.0,CA
72048960,B,Commercial Claims ,1 year,MORTGAGE,82000.0,MI
16550616,C,General manager,9 years,RENT,51000.0,MI
935022,B,Lafarge NorthAmerica Inc.,4 years,MORTGAGE,50000.0,GA
43795828,C,REGISTERED NURSE,3 years,RENT,80000.0,CA
14469771,B,Teacher,2 years,RENT,35000.0,GA
1900133,B,Amazon,1 year,MORTGAGE,60000.0,GA
1555523,B,SMHC,2 years,RENT,42000.0,MO
65477531,B,material lead,10+ years,OWN,43000.0,UT
69565859,A,President,10+ years,MORTGAGE,120000.0,OK
31566424,D,Firefighter,10+ years,OWN,75000.0,OH
59105704,D,,,OWN,51000.0,MI
14500939,D,Document Analyst,10+ years,MORTGAGE,33000.0,HI
66442085,A,Sales,3 years,MORTGAGE,80000.0,OH
69869521,A,Front Office,4 years,OWN,30000.0,NM
41223294,E,commercial painter,9 years,MORTGAGE,65000.0,VA
3928700,D,FIRST STUDENT,10+ years,MORTGAGE,54000.0,IL
59561593,D,machine operator,8 years,MORTGAGE,48000.0,FL
32848693,C,Associate Research Scientist,10+ years,MORTGAGE,59541.0,GA
38691186,D,Manager,< 1 year,RENT,40000.0,PA
55387616,A,"Supervisory, Immigration Svcs Analyst",10+ years,RENT,97378.0,MO
20668855,A,Security Officer,10+ years,RENT,23663.0,CA
11666978,B,Field Service Technician,8 years,MORTGAGE,62000.0,TX
49413525,B,General Manager,7 years,RENT,36000.0,TX
31226795,E,R&D Staff,5 years,MORTGAGE,155000.0,TN
21979384,E,Rental Agent ,4 years,RENT,35000.0,LA
46416848,E,TECHNICAL SUPPORRT GROUP MANAGER,5 years,RENT,52000.0,IL
70925643,D,Director,1 year,MORTGAGE,115000.0,FL
62463425,C,Developement Director,10+ years,MORTGAGE,42000.0,FL
1019162,A,ArtsFund,2 years,RENT,60000.0,WA
46617113,B,Route Sales,8 years,MORTGAGE,51769.0,TN
30105416,C,Bilingual Education Teacher,3 years,RENT,52000.0,TX
19846680,E,Journeyman,10+ years,RENT,100000.0,PA
66154914,C,Science Teacher,10+ years,MORTGAGE,61000.0,GA
22691745,C,REGISTERED NURSE,8 years,MORTGAGE,75000.0,TX
11846754,A,,6 years,MORTGAGE,82500.0,TX
14808891,D,Security/maintenance,2 years,RENT,25000.0,PA
41309849,E,supervisor,8 years,RENT,75000.0,CO
1754503,C,Computer Information and Planning,8 years,MORTGAGE,52000.0,FL
1834667,C,Air Force`,4 years,RENT,35520.0,AZ
1269372,A,Dellmar construction,5 years,MORTGAGE,30720.0,FL
1599559,D,Orbital Science ,2 years,MORTGAGE,85000.0,MD
9042418,B,Zebra environmental corp.,5 years,RENT,56000.0,NJ
70246885,A,Professor,10+ years,MORTGAGE,70000.0,NY
7646820,F,CVPH Medical Center,10+ years,MORTGAGE,84000.0,NY
40494632,C,Personal Banker,< 1 year,RENT,35000.0,WA
37055730,B,Supervisor,7 years,MORTGAGE,60000.0,PA
2727679,A,Cobra Electronics,7 years,MORTGAGE,90000.0,IL
23564177,B,Home Health Aide,4 years,RENT,15000.0,NY
47003949,A,Store Manager,10+ years,MORTGAGE,70000.0,MA
9177329,C,Director,8 years,RENT,75000.0,PA
2416814,A,"Habersham Funding, LLC",5 years,RENT,57000.0,GA
11467000,B,Manager,10+ years,MORTGAGE,67000.0,NY
31227125,D,Delivery Driver,1 year,RENT,10000.0,TX
65522652,A,Manager ,1 year,MORTGAGE,80000.0,MO
70386409,C,Administrative ,7 years,MORTGAGE,77000.0,NJ
8997419,D,Providence alaska medical center,5 years,RENT,60000.0,AK
1489919,B,MacNeal Hospital,1 year,RENT,25000.0,IL
5407981,B,Lockheed Martin,2 years,MORTGAGE,76000.0,FL
14117084,B,EVS- Housekeeping,6 years,RENT,35000.0,IL
28812041,A,Imaging Engineer,7 years,MORTGAGE,74480.0,FL
64271961,A,Regional Business Manager,1 year,OWN,130000.0,CT
69232440,E,,,RENT,22000.0,OR
43427728,F,Sales Executive,4 years,RENT,80000.0,GA
23843615,A,Teacher,10+ years,OWN,57365.0,KS
1087435,B,"Levin & Glasser, P.C.",10+ years,RENT,83000.0,NY
45431048,F,Senior Project Manager,7 years,RENT,106450.0,KY
58680297,A,Supervisor,4 years,RENT,74000.0,NY
60194791,B,Apprentice electrician,9 years,MORTGAGE,70000.0,OR
11057574,C,Resident Physician,< 1 year,RENT,49000.0,MI
1444884,C,Phoenix Children's Hospital,10+ years,RENT,42000.0,AZ
69282375,B,Officer,10+ years,MORTGAGE,100000.0,TX
67537969,A,Medical Assistant,4 years,RENT,40000.0,CA
67600667,B,reciever,8 years,RENT,45000.0,NJ
58678944,D,,,MORTGAGE,101500.0,MD
67758714,A,Teacher,8 years,MORTGAGE,44000.0,TX
31187992,F,assistant executive pastry chef,2 years,RENT,60000.0,NV
59509197,B,Asst Director Of Acctg,10+ years,RENT,65000.0,FL
17332407,D,Driver,10+ years,MORTGAGE,90000.0,CA
8499576,A,The Home Depot,1 year,MORTGAGE,88000.0,GA
17562786,A,Zone Operations Manager,8 years,MORTGAGE,96000.0,IN
59730699,F,Accountant,3 years,RENT,45000.0,CA
60828556,B,Journeyman,1 year,MORTGAGE,70000.0,OK
8017153,C,Children's Colorado hospital,4 years,RENT,65000.0,CO
4721686,A,Saugus Union School District,10+ years,MORTGAGE,100000.0,CA
62240001,B,Account Executive,2 years,RENT,70000.0,CA
23302876,C,sales consultant,1 year,RENT,32000.0,IL
59663816,D,driver,6 years,RENT,95000.0,VA
21258869,A,,,RENT,74000.0,LA
23472770,E,Medical Case Manager,2 years,RENT,78500.0,CA
60707073,B,Financial Representative,< 1 year,RENT,60000.0,CA
1350986,C,philosophy,4 years,RENT,32000.0,AZ
15088595,C,Senior Accountant,4 years,MORTGAGE,65000.0,TX
23604326,B,Account Executive,< 1 year,RENT,56500.0,SC
7440920,C,New Pittsburgh Courier Publishing Co.,10+ years,RENT,27000.0,PA
24766135,B,HR Director,2 years,MORTGAGE,100000.0,CT
64835975,D,,,OWN,60000.0,CA
70268794,B,Classroom aide,1 year,MORTGAGE,90000.0,CA
59440046,E,AUDIT aNALYST,10+ years,RENT,56500.0,CT
54505367,C,Machine Operator,8 years,RENT,25000.0,MO
8440461,B,Interstate Batteries,10+ years,RENT,65000.0,TX
8496796,B,ECPI University,9 years,MORTGAGE,47200.0,VA
18885013,C,Accounts Payable,10+ years,MORTGAGE,48048.0,MO
50287286,B,hvac tech,4 years,MORTGAGE,52000.0,MN
6478579,D,Canon City Shopper,< 1 year,OWN,30000.0,CO
63306581,C,store manager,< 1 year,MORTGAGE,65000.0,OH
5227523,B,Transair,2 years,RENT,75000.0,HI
8081206,B,Frost &  Sullivan ,10+ years,MORTGAGE,105000.0,CA
4036767,A,truly nolan,10+ years,MORTGAGE,84200.0,FL
65532134,A,Acct. Manager,10+ years,MORTGAGE,55000.0,MD
7417457,E,old dominion freight lines,8 years,MORTGAGE,93000.0,MO
22341933,B,Teacher,1 year,RENT,30000.0,NC
27710496,B,Supervisor,3 years,MORTGAGE,135000.0,NY
8302102,E,,,MORTGAGE,36000.0,IN
69535964,C,Controls System Tech,10+ years,MORTGAGE,63648.0,KY
35102937,A,Federal Compliance Secretary,9 years,OWN,37000.0,LA
34892183,C,Director of Special Projects,6 years,MORTGAGE,75209.94,GA
49860144,D,Attorney,1 year,MORTGAGE,148000.0,GA
39172641,B,Vault Teller,< 1 year,RENT,22880.0,WA
4669280,C,Chevron,6 years,MORTGAGE,160000.0,LA
70791769,C,Executive Director,7 years,RENT,75000.0,KY
38841426,C,Operations Manager,10+ years,MORTGAGE,105000.0,OK
40751300,B,operator,10+ years,MORTGAGE,85000.0,IN
21077930,D,supervisor,8 years,MORTGAGE,42000.0,DE
54025630,C,Director of Design Devl,7 years,OWN,170000.0,NJ
70410667,B,Service Manager,10+ years,MORTGAGE,87000.0,PA
53363227,B,,,RENT,55000.0,FL
59429143,A,dental hygientist,10+ years,RENT,87000.0,TX
1764745,A,Town of Colorado City,10+ years,OWN,50000.0,AZ
49272306,A,Accounting,3 years,MORTGAGE,64000.0,UT
70276849,B,VP Government Services,10+ years,RENT,90000.0,FL
624087,D,Colorado Springs Team Real Estate,1 year,MORTGAGE,60000.0,CO
8898574,B,Trummer Dental Tech,8 years,RENT,60000.0,VA
