Media_manchas,Month,Year
28.2,11,1854.0
21.4,12,1854.0
12.3,1,1855.0
11.4,2,1855.0
17.4,3,1855.0
4.4,4,1855.0
9.1,5,1855.0
5.3,6,1855.0
0.4,7,1855.0
3.1,8,1855.0
0.0,9,1855.0
9.7,10,1855.0
4.3,11,1855.0
3.1,12,1855.0
0.5,1,1856.0
4.9,2,1856.0
0.4,3,1856.0
6.5,4,1856.0
0.0,5,1856.0
5.0,6,1856.0
4.6,7,1856.0
5.9,8,1856.0
4.4,9,1856.0
4.5,10,1856.0
7.7,11,1856.0
7.2,12,1856.0
13.7,1,1857.0
7.4,2,1857.0
5.2,3,1857.0
11.1,4,1857.0
29.2,5,1857.0
16.0,6,1857.0
22.2,7,1857.0
16.9,8,1857.0
42.4,9,1857.0
40.6,10,1857.0
31.4,11,1857.0
37.2,12,1857.0
39.0,1,1858.0
34.9,2,1858.0
57.5,3,1858.0
38.3,4,1858.0
41.4,5,1858.0
44.5,6,1858.0
56.7,7,1858.0
55.3,8,1858.0
80.1,9,1858.0
91.2,10,1858.0
51.9,11,1858.0
66.9,12,1858.0
83.7,1,1859.0
87.6,2,1859.0
90.3,3,1859.0
85.7,4,1859.0
91.0,5,1859.0
87.1,6,1859.0
95.2,7,1859.0
106.8,8,1859.0
105.8,9,1859.0
114.6,10,1859.0
97.2,11,1859.0
81.0,12,1859.0
81.5,1,1860.0
88.0,2,1860.0
98.9,3,1860.0
71.4,4,1860.0
107.1,5,1860.0
108.6,6,1860.0
116.7,7,1860.0
100.3,8,1860.0
92.2,9,1860.0
90.1,10,1860.0
97.9,11,1860.0
95.6,12,1860.0
62.3,1,1861.0
77.8,2,1861.0
101.0,3,1861.0
98.5,4,1861.0
56.8,5,1861.0
87.8,6,1861.0
78.0,7,1861.0
82.5,8,1861.0
79.9,9,1861.0
67.2,10,1861.0
53.7,11,1861.0
80.5,12,1861.0
63.1,1,1862.0
64.5,2,1862.0
43.6,3,1862.0
53.7,4,1862.0
64.4,5,1862.0
84.0,6,1862.0
73.4,7,1862.0
62.5,8,1862.0
66.6,9,1862.0
42.0,10,1862.0
50.6,11,1862.0
40.9,12,1862.0
48.3,1,1863.0
56.7,2,1863.0
66.4,3,1863.0
40.6,4,1863.0
53.8,5,1863.0
40.8,6,1863.0
32.7,7,1863.0
48.1,8,1863.0
22.0,9,1863.0
39.9,10,1863.0
37.7,11,1863.0
41.2,12,1863.0
57.7,1,1864.0
47.1,2,1864.0
66.3,3,1864.0
35.8,4,1864.0
40.6,5,1864.0
57.8,6,1864.0
54.7,7,1864.0
54.8,8,1864.0
28.5,9,1864.0
33.9,10,1864.0
57.6,11,1864.0
28.6,12,1864.0
48.7,1,1865.0
39.3,2,1865.0
39.5,3,1865.0
29.4,4,1865.0
34.5,5,1865.0
33.6,6,1865.0
26.8,7,1865.0
37.8,8,1865.0
21.6,9,1865.0
17.1,10,1865.0
24.6,11,1865.0
12.8,12,1865.0
31.6,1,1866.0
38.4,2,1866.0
24.6,3,1866.0
17.6,4,1866.0
12.9,5,1866.0
16.5,6,1866.0
9.3,7,1866.0
12.7,8,1866.0
7.3,9,1866.0
14.1,10,1866.0
9.0,11,1866.0
1.5,12,1866.0
0.0,1,1867.0
0.7,2,1867.0
9.2,3,1867.0
5.1,4,1867.0
2.9,5,1867.0
1.5,6,1867.0
5.0,7,1867.0
4.9,8,1867.0
9.8,9,1867.0
13.5,10,1867.0
9.3,11,1867.0
25.2,12,1867.0
15.6,1,1868.0
15.8,2,1868.0
26.5,3,1868.0
36.6,4,1868.0
26.7,5,1868.0
31.1,6,1868.0
28.6,7,1868.0
34.4,8,1868.0
43.8,9,1868.0
61.7,10,1868.0
59.1,11,1868.0
67.6,12,1868.0
60.9,1,1869.0
59.3,2,1869.0
52.7,3,1869.0
41.0,4,1869.0
104.0,5,1869.0
108.4,6,1869.0
59.2,7,1869.0
79.6,8,1869.0
80.6,9,1869.0
59.4,10,1869.0
77.4,11,1869.0
104.3,12,1869.0
77.3,1,1870.0
114.9,2,1870.0
159.4,3,1870.0
160.0,4,1870.0
176.0,5,1870.0
135.6,6,1870.0
132.4,7,1870.0
153.8,8,1870.0
136.0,9,1870.0
146.4,10,1870.0
147.5,11,1870.0
130.0,12,1870.0
88.3,1,1871.0
125.3,2,1871.0
143.2,3,1871.0
162.4,4,1871.0
145.5,5,1871.0
91.7,6,1871.0
103.0,7,1871.0
110.0,8,1871.0
80.3,9,1871.0
89.0,10,1871.0
105.4,11,1871.0
90.3,12,1871.0
79.5,1,1872.0
120.1,2,1872.0
88.4,3,1872.0
102.1,4,1872.0
107.6,5,1872.0
109.9,6,1872.0
105.5,7,1872.0
92.9,8,1872.0
114.6,9,1872.0
103.5,10,1872.0
112.0,11,1872.0
83.9,12,1872.0
86.7,1,1873.0
107.0,2,1873.0
98.3,3,1873.0
76.2,4,1873.0
47.9,5,1873.0
44.8,6,1873.0
66.9,7,1873.0
68.2,8,1873.0
47.5,9,1873.0
47.4,10,1873.0
55.4,11,1873.0
49.2,12,1873.0
60.8,1,1874.0
64.2,2,1874.0
46.4,3,1874.0
32.0,4,1874.0
44.6,5,1874.0
38.2,6,1874.0
67.8,7,1874.0
61.3,8,1874.0
28.0,9,1874.0
34.3,10,1874.0
28.9,11,1874.0
29.3,12,1874.0
14.6,1,1875.0
22.2,2,1875.0
33.8,3,1875.0
29.1,4,1875.0
11.5,5,1875.0
23.9,6,1875.0
12.5,7,1875.0
14.6,8,1875.0
2.4,9,1875.0
12.7,10,1875.0
17.7,11,1875.0
9.9,12,1875.0
14.3,1,1876.0
15.0,2,1876.0
31.2,3,1876.0
2.3,4,1876.0
5.1,5,1876.0
1.6,6,1876.0
15.2,7,1876.0
8.8,8,1876.0
9.9,9,1876.0
14.3,10,1876.0
9.9,11,1876.0
8.2,12,1876.0
24.4,1,1877.0
8.7,2,1877.0
11.7,3,1877.0
15.8,4,1877.0
21.2,5,1877.0
13.4,6,1877.0
5.9,7,1877.0
6.3,8,1877.0
16.4,9,1877.0
6.7,10,1877.0
14.5,11,1877.0
2.3,12,1877.0
3.3,1,1878.0
6.0,2,1878.0
7.8,3,1878.0
0.1,4,1878.0
5.8,5,1878.0
6.4,6,1878.0
0.1,7,1878.0
0.0,8,1878.0
5.3,9,1878.0
1.1,10,1878.0
4.1,11,1878.0
0.5,12,1878.0
0.8,1,1879.0
0.6,2,1879.0
0.0,3,1879.0
6.2,4,1879.0
2.4,5,1879.0
4.8,6,1879.0
7.5,7,1879.0
10.7,8,1879.0
6.1,9,1879.0
12.3,10,1879.0
12.9,11,1879.0
7.2,12,1879.0
24.0,1,1880.0
27.5,2,1880.0
19.5,3,1880.0
19.3,4,1880.0
23.5,5,1880.0
34.1,6,1880.0
21.9,7,1880.0
48.1,8,1880.0
66.0,9,1880.0
43.0,10,1880.0
30.7,11,1880.0
29.6,12,1880.0
36.4,1,1881.0
53.2,2,1881.0
51.5,3,1881.0
51.7,4,1881.0
43.5,5,1881.0
60.5,6,1881.0
76.9,7,1881.0
58.0,8,1881.0
53.2,9,1881.0
64.0,10,1881.0
54.8,11,1881.0
47.3,12,1881.0
45.0,1,1882.0
69.3,2,1882.0
67.5,3,1882.0
95.8,4,1882.0
64.1,5,1882.0
45.2,6,1882.0
45.4,7,1882.0
40.4,8,1882.0
57.7,9,1882.0
59.2,10,1882.0
84.4,11,1882.0
41.8,12,1882.0
60.6,1,1883.0
46.9,2,1883.0
42.8,3,1883.0
82.1,4,1883.0
32.1,5,1883.0
76.5,6,1883.0
80.6,7,1883.0
46.0,8,1883.0
52.6,9,1883.0
83.8,10,1883.0
84.5,11,1883.0
75.9,12,1883.0
91.5,1,1884.0
86.9,2,1884.0
86.8,3,1884.0
76.1,4,1884.0
66.5,5,1884.0
51.2,6,1884.0
53.1,7,1884.0
55.8,8,1884.0
61.9,9,1884.0
47.8,10,1884.0
36.6,11,1884.0
47.2,12,1884.0
42.8,1,1885.0
71.8,2,1885.0
49.8,3,1885.0
55.0,4,1885.0
73.0,5,1885.0
83.7,6,1885.0
66.5,7,1885.0
50.0,8,1885.0
39.6,9,1885.0
38.7,10,1885.0
33.3,11,1885.0
21.7,12,1885.0
29.9,1,1886.0
25.9,2,1886.0
57.3,3,1886.0
43.7,4,1886.0
30.7,5,1886.0
27.1,6,1886.0
30.3,7,1886.0
16.9,8,1886.0
21.4,9,1886.0
8.6,10,1886.0
0.3,11,1886.0
12.4,12,1886.0
10.3,1,1887.0
13.2,2,1887.0
4.2,3,1887.0
6.9,4,1887.0
20.0,5,1887.0
15.7,6,1887.0
23.3,7,1887.0
21.4,8,1887.0
7.4,9,1887.0
6.6,10,1887.0
6.9,11,1887.0
20.7,12,1887.0
12.7,1,1888.0
7.1,2,1888.0
7.8,3,1888.0
5.1,4,1888.0
7.0,5,1888.0
7.1,6,1888.0
3.1,7,1888.0
2.8,8,1888.0
8.8,9,1888.0
2.1,10,1888.0
10.7,11,1888.0
6.7,12,1888.0
0.8,1,1889.0
8.5,2,1889.0
7.0,3,1889.0
4.3,4,1889.0
2.4,5,1889.0
6.4,6,1889.0
9.7,7,1889.0
20.6,8,1889.0
6.5,9,1889.0
2.1,10,1889.0
0.2,11,1889.0
6.7,12,1889.0
5.3,1,1890.0
0.6,2,1890.0
5.1,3,1890.0
1.6,4,1890.0
4.8,5,1890.0
1.3,6,1890.0
11.6,7,1890.0
8.5,8,1890.0
17.2,9,1890.0
11.2,10,1890.0
9.6,11,1890.0
7.8,12,1890.0
13.5,1,1891.0
22.2,2,1891.0
10.4,3,1891.0
20.5,4,1891.0
41.1,5,1891.0
48.3,6,1891.0
58.8,7,1891.0
33.2,8,1891.0
53.8,9,1891.0
51.5,10,1891.0
41.9,11,1891.0
32.3,12,1891.0
69.1,1,1892.0
75.6,2,1892.0
49.9,3,1892.0
69.6,4,1892.0
79.6,5,1892.0
76.3,6,1892.0
76.8,7,1892.0
101.4,8,1892.0
62.8,9,1892.0
70.5,10,1892.0
65.4,11,1892.0
78.6,12,1892.0
75.0,1,1893.0
73.0,2,1893.0
65.7,3,1893.0
88.1,4,1893.0
84.7,5,1893.0
88.2,6,1893.0
88.8,7,1893.0
129.2,8,1893.0
77.9,9,1893.0
79.7,10,1893.0
75.1,11,1893.0
93.8,12,1893.0
83.2,1,1894.0
84.6,2,1894.0
52.3,3,1894.0
81.6,4,1894.0
101.2,5,1894.0
98.9,6,1894.0
106.0,7,1894.0
70.3,8,1894.0
65.9,9,1894.0
75.5,10,1894.0
56.6,11,1894.0
60.0,12,1894.0
63.3,1,1895.0
67.2,2,1895.0
61.0,3,1895.0
76.9,4,1895.0
67.5,5,1895.0
71.5,6,1895.0
47.8,7,1895.0
68.9,8,1895.0
57.7,9,1895.0
67.9,10,1895.0
47.2,11,1895.0
70.7,12,1895.0
29.0,1,1896.0
57.4,2,1896.0
52.0,3,1896.0
43.8,4,1896.0
27.7,5,1896.0
49.0,6,1896.0
45.0,7,1896.0
27.2,8,1896.0
61.3,9,1896.0
28.4,10,1896.0
38.0,11,1896.0
42.6,12,1896.0
40.6,1,1897.0
29.4,2,1897.0
29.1,3,1897.0
31.0,4,1897.0
20.0,5,1897.0
11.3,6,1897.0
27.6,7,1897.0
21.8,8,1897.0
48.1,9,1897.0
14.3,10,1897.0
8.4,11,1897.0
33.3,12,1897.0
30.2,1,1898.0
36.4,2,1898.0
38.3,3,1898.0
14.5,4,1898.0
25.8,5,1898.0
22.3,6,1898.0
9.0,7,1898.0
31.4,8,1898.0
34.8,9,1898.0
34.4,10,1898.0
30.9,11,1898.0
12.6,12,1898.0
19.5,1,1899.0
9.2,2,1899.0
18.1,3,1899.0
14.2,4,1899.0
7.7,5,1899.0
20.5,6,1899.0
13.5,7,1899.0
2.9,8,1899.0
8.4,9,1899.0
13.0,10,1899.0
7.8,11,1899.0
10.5,12,1899.0
9.4,1,1900.0
13.6,2,1900.0
8.6,3,1900.0
16.0,4,1900.0
15.2,5,1900.0
12.1,6,1900.0
8.3,7,1900.0
4.3,8,1900.0
8.3,9,1900.0
12.9,10,1900.0
4.5,11,1900.0
0.3,12,1900.0
0.2,1,1901.0
2.4,2,1901.0
4.5,3,1901.0
0.0,4,1901.0
10.2,5,1901.0
5.8,6,1901.0
0.7,7,1901.0
1.0,8,1901.0
0.6,9,1901.0
3.7,10,1901.0
3.8,11,1901.0
0.0,12,1901.0
5.2,1,1902.0
0.0,2,1902.0
12.4,3,1902.0
0.0,4,1902.0
2.8,5,1902.0
1.4,6,1902.0
0.9,7,1902.0
2.3,8,1902.0
7.6,9,1902.0
16.3,10,1902.0
10.3,11,1902.0
1.1,12,1902.0
8.3,1,1903.0
17.0,2,1903.0
13.5,3,1903.0
26.1,4,1903.0
14.6,5,1903.0
16.3,6,1903.0
27.9,7,1903.0
28.8,8,1903.0
11.1,9,1903.0
38.9,10,1903.0
44.5,11,1903.0
45.6,12,1903.0
31.6,1,1904.0
24.5,2,1904.0
37.2,3,1904.0
43.0,4,1904.0
39.5,5,1904.0
41.9,6,1904.0
50.6,7,1904.0
58.2,8,1904.0
30.1,9,1904.0
54.2,10,1904.0
38.0,11,1904.0
54.6,12,1904.0
54.8,1,1905.0
85.8,2,1905.0
56.5,3,1905.0
39.3,4,1905.0
48.0,5,1905.0
49.0,6,1905.0
73.0,7,1905.0
58.8,8,1905.0
55.0,9,1905.0
78.7,10,1905.0
107.2,11,1905.0
55.5,12,1905.0
45.5,1,1906.0
31.3,2,1906.0
64.5,3,1906.0
55.3,4,1906.0
57.7,5,1906.0
63.2,6,1906.0
103.6,7,1906.0
47.7,8,1906.0
56.1,9,1906.0
17.8,10,1906.0
38.9,11,1906.0
64.7,12,1906.0
76.4,1,1907.0
108.2,2,1907.0
60.7,3,1907.0
52.6,4,1907.0
42.9,5,1907.0
40.4,6,1907.0
49.7,7,1907.0
54.3,8,1907.0
85.0,9,1907.0
65.4,10,1907.0
61.5,11,1907.0
47.3,12,1907.0
39.2,1,1908.0
33.9,2,1908.0
28.7,3,1908.0
57.6,4,1908.0
40.8,5,1908.0
48.1,6,1908.0
39.5,7,1908.0
90.5,8,1908.0
86.9,9,1908.0
32.3,10,1908.0
45.5,11,1908.0
39.5,12,1908.0
56.7,1,1909.0
46.6,2,1909.0
66.3,3,1909.0
32.3,4,1909.0
36.0,5,1909.0
22.6,6,1909.0
35.8,7,1909.0
23.1,8,1909.0
38.8,9,1909.0
58.4,10,1909.0
55.8,11,1909.0
54.2,12,1909.0
26.4,1,1910.0
31.5,2,1910.0
21.4,3,1910.0
8.4,4,1910.0
22.2,5,1910.0
12.3,6,1910.0
14.1,7,1910.0
11.5,8,1910.0
26.2,9,1910.0
38.3,10,1910.0
4.9,11,1910.0
5.8,12,1910.0
3.4,1,1911.0
9.0,2,1911.0
7.8,3,1911.0
16.5,4,1911.0
9.0,5,1911.0
2.2,6,1911.0
3.5,7,1911.0
4.0,8,1911.0
4.0,9,1911.0
2.6,10,1911.0
4.2,11,1911.0
2.2,12,1911.0
0.3,1,1912.0
0.0,2,1912.0
4.9,3,1912.0
4.5,4,1912.0
4.4,5,1912.0
4.1,6,1912.0
3.0,7,1912.0
0.3,8,1912.0
9.5,9,1912.0
4.6,10,1912.0
1.1,11,1912.0
6.4,12,1912.0
2.3,1,1913.0
2.9,2,1913.0
0.5,3,1913.0
0.9,4,1913.0
0.0,5,1913.0
0.0,6,1913.0
1.7,7,1913.0
0.2,8,1913.0
1.2,9,1913.0
3.1,10,1913.0
0.7,11,1913.0
3.8,12,1913.0
2.8,1,1914.0
2.6,2,1914.0
3.1,3,1914.0
17.3,4,1914.0
5.2,5,1914.0
11.4,6,1914.0
5.4,7,1914.0
7.7,8,1914.0
12.7,9,1914.0
8.2,10,1914.0
16.4,11,1914.0
22.3,12,1914.0
23.0,1,1915.0
42.3,2,1915.0
38.8,3,1915.0
41.3,4,1915.0
33.0,5,1915.0
68.8,6,1915.0
71.6,7,1915.0
69.6,8,1915.0
49.5,9,1915.0
53.5,10,1915.0
42.5,11,1915.0
34.5,12,1915.0
45.3,1,1916.0
55.4,2,1916.0
67.0,3,1916.0
71.8,4,1916.0
74.5,5,1916.0
67.7,6,1916.0
53.5,7,1916.0
35.2,8,1916.0
45.1,9,1916.0
50.7,10,1916.0
65.6,11,1916.0
53.0,12,1916.0
74.7,1,1917.0
71.9,2,1917.0
94.8,3,1917.0
74.7,4,1917.0
114.1,5,1917.0
114.9,6,1917.0
119.8,7,1917.0
154.5,8,1917.0
129.4,9,1917.0
72.2,10,1917.0
96.4,11,1917.0
129.3,12,1917.0
96.0,1,1918.0
65.3,2,1918.0
72.2,3,1918.0
80.5,4,1918.0
76.7,5,1918.0
59.4,6,1918.0
107.6,7,1918.0
101.7,8,1918.0
79.9,9,1918.0
85.0,10,1918.0
83.4,11,1918.0
59.2,12,1918.0
48.1,1,1919.0
79.5,2,1919.0
66.5,3,1919.0
51.8,4,1919.0
88.1,5,1919.0
111.2,6,1919.0
64.7,7,1919.0
69.0,8,1919.0
54.7,9,1919.0
52.8,10,1919.0
42.0,11,1919.0
34.9,12,1919.0
51.1,1,1920.0
53.9,2,1920.0
70.2,3,1920.0
14.8,4,1920.0
33.3,5,1920.0
38.7,6,1920.0
27.5,7,1920.0
19.2,8,1920.0
36.3,9,1920.0
49.6,10,1920.0
27.2,11,1920.0
29.9,12,1920.0
31.5,1,1921.0
28.3,2,1921.0
26.7,3,1921.0
32.4,4,1921.0
22.2,5,1921.0
33.7,6,1921.0
41.9,7,1921.0
22.8,8,1921.0
17.8,9,1921.0
18.2,10,1921.0
17.8,11,1921.0
20.3,12,1921.0
11.8,1,1922.0
26.4,2,1922.0
54.7,3,1922.0
11.0,4,1922.0
8.0,5,1922.0
5.8,6,1922.0
10.9,7,1922.0
6.5,8,1922.0
4.7,9,1922.0
6.2,10,1922.0
7.4,11,1922.0
17.5,12,1922.0
4.5,1,1923.0
1.5,2,1923.0
3.3,3,1923.0
6.1,4,1923.0
3.2,5,1923.0
9.1,6,1923.0
3.5,7,1923.0
0.5,8,1923.0
13.2,9,1923.0
11.6,10,1923.0
10.0,11,1923.0
2.8,12,1923.0
0.5,1,1924.0
5.1,2,1924.0
1.8,3,1924.0
11.3,4,1924.0
20.8,5,1924.0
24.0,6,1924.0
28.1,7,1924.0
19.3,8,1924.0
25.1,9,1924.0
25.6,10,1924.0
22.5,11,1924.0
16.5,12,1924.0
5.5,1,1925.0
23.2,2,1925.0
18.0,3,1925.0
31.7,4,1925.0
42.8,5,1925.0
47.5,6,1925.0
38.5,7,1925.0
37.9,8,1925.0
60.2,9,1925.0
69.2,10,1925.0
58.6,11,1925.0
98.6,12,1925.0
71.8,1,1926.0
70.0,2,1926.0
62.5,3,1926.0
38.5,4,1926.0
64.3,5,1926.0
73.5,6,1926.0
52.3,7,1926.0
61.6,8,1926.0
60.8,9,1926.0
71.5,10,1926.0
60.5,11,1926.0
79.4,12,1926.0
81.6,1,1927.0
93.0,2,1927.0
69.6,3,1927.0
93.5,4,1927.0
79.1,5,1927.0
59.1,6,1927.0
54.9,7,1927.0
53.8,8,1927.0
68.4,9,1927.0
63.1,10,1927.0
67.2,11,1927.0
45.2,12,1927.0
83.5,1,1928.0
73.5,2,1928.0
85.4,3,1928.0
80.6,4,1928.0
76.9,5,1928.0
91.4,6,1928.0
98.0,7,1928.0
83.8,8,1928.0
89.7,9,1928.0
61.4,10,1928.0
50.3,11,1928.0
59.0,12,1928.0
68.9,1,1929.0
64.1,2,1929.0
50.2,3,1929.0
52.8,4,1929.0
58.2,5,1929.0
71.9,6,1929.0
70.2,7,1929.0
65.8,8,1929.0
34.4,9,1929.0
54.0,10,1929.0
81.1,11,1929.0
108.0,12,1929.0
65.3,1,1930.0
49.2,2,1930.0
35.0,3,1930.0
38.2,4,1930.0
36.8,5,1930.0
28.8,6,1930.0
21.9,7,1930.0
24.9,8,1930.0
32.1,9,1930.0
34.4,10,1930.0
35.6,11,1930.0
25.8,12,1930.0
14.6,1,1931.0
43.1,2,1931.0
30.0,3,1931.0
31.2,4,1931.0
24.6,5,1931.0
15.3,6,1931.0
17.4,7,1931.0
13.0,8,1931.0
19.0,9,1931.0
10.0,10,1931.0
18.7,11,1931.0
17.8,12,1931.0
12.1,1,1932.0
10.6,2,1932.0
11.2,3,1932.0
11.2,4,1932.0
17.9,5,1932.0
22.2,6,1932.0
9.6,7,1932.0
6.8,8,1932.0
4.0,9,1932.0
8.9,10,1932.0
8.2,11,1932.0
11.0,12,1932.0
12.3,1,1933.0
22.2,2,1933.0
10.1,3,1933.0
2.9,4,1933.0
3.2,5,1933.0
5.2,6,1933.0
2.8,7,1933.0
0.2,8,1933.0
5.1,9,1933.0
3.0,10,1933.0
0.6,11,1933.0
0.3,12,1933.0
3.4,1,1934.0
7.8,2,1934.0
4.3,3,1934.0
11.3,4,1934.0
19.7,5,1934.0
6.7,6,1934.0
9.3,7,1934.0
8.3,8,1934.0
4.0,9,1934.0
5.7,10,1934.0
8.7,11,1934.0
15.4,12,1934.0
18.9,1,1935.0
20.5,2,1935.0
23.1,3,1935.0
12.2,4,1935.0
27.3,5,1935.0
45.7,6,1935.0
33.9,7,1935.0
30.1,8,1935.0
42.1,9,1935.0
53.2,10,1935.0
64.2,11,1935.0
61.5,12,1935.0
62.8,1,1936.0
74.3,2,1936.0
77.1,3,1936.0
74.9,4,1936.0
54.6,5,1936.0
70.0,6,1936.0
52.3,7,1936.0
87.0,8,1936.0
76.0,9,1936.0
89.0,10,1936.0
115.4,11,1936.0
123.4,12,1936.0
132.5,1,1937.0
128.5,2,1937.0
83.9,3,1937.0
109.3,4,1937.0
116.7,5,1937.0
130.3,6,1937.0
145.1,7,1937.0
137.7,8,1937.0
100.7,9,1937.0
124.9,10,1937.0
74.4,11,1937.0
88.8,12,1937.0
98.4,1,1938.0
119.2,2,1938.0
86.5,3,1938.0
101.0,4,1938.0
127.4,5,1938.0
97.5,6,1938.0
165.3,7,1938.0
115.7,8,1938.0
89.6,9,1938.0
99.1,10,1938.0
122.2,11,1938.0
92.7,12,1938.0
80.3,1,1939.0
77.4,2,1939.0
64.6,3,1939.0
109.1,4,1939.0
118.3,5,1939.0
101.0,6,1939.0
97.6,7,1939.0
105.8,8,1939.0
112.6,9,1939.0
88.1,10,1939.0
68.1,11,1939.0
42.1,12,1939.0
50.5,1,1940.0
59.4,2,1940.0
83.3,3,1940.0
60.7,4,1940.0
54.4,5,1940.0
83.9,6,1940.0
67.5,7,1940.0
105.5,8,1940.0
66.5,9,1940.0
55.0,10,1940.0
58.4,11,1940.0
68.3,12,1940.0
45.6,1,1941.0
44.5,2,1941.0
46.4,3,1941.0
32.8,4,1941.0
29.5,5,1941.0
59.8,6,1941.0
66.9,7,1941.0
60.0,8,1941.0
65.9,9,1941.0
46.3,10,1941.0
38.3,11,1941.0
33.7,12,1941.0
35.6,1,1942.0
52.8,2,1942.0
54.2,3,1942.0
60.7,4,1942.0
25.0,5,1942.0
11.4,6,1942.0
17.7,7,1942.0
20.2,8,1942.0
17.2,9,1942.0
19.2,10,1942.0
30.7,11,1942.0
22.5,12,1942.0
12.4,1,1943.0
28.9,2,1943.0
27.4,3,1943.0
26.1,4,1943.0
14.1,5,1943.0
7.6,6,1943.0
13.2,7,1943.0
19.4,8,1943.0
10.0,9,1943.0
7.8,10,1943.0
10.2,11,1943.0
18.8,12,1943.0
3.7,1,1944.0
0.5,2,1944.0
11.0,3,1944.0
0.3,4,1944.0
2.5,5,1944.0
5.0,6,1944.0
5.0,7,1944.0
16.7,8,1944.0
14.3,9,1944.0
16.9,10,1944.0
10.8,11,1944.0
28.4,12,1944.0
18.5,1,1945.0
12.7,2,1945.0
21.5,3,1945.0
32.0,4,1945.0
30.6,5,1945.0
36.2,6,1945.0
42.6,7,1945.0
25.9,8,1945.0
34.9,9,1945.0
68.8,10,1945.0
46.0,11,1945.0
27.4,12,1945.0
47.6,1,1946.0
86.2,2,1946.0
76.6,3,1946.0
75.7,4,1946.0
84.9,5,1946.0
73.5,6,1946.0
116.2,7,1946.0
107.2,8,1946.0
94.4,9,1946.0
102.3,10,1946.0
123.8,11,1946.0
121.7,12,1946.0
115.7,1,1947.0
113.4,2,1947.0
129.8,3,1947.0
149.8,4,1947.0
201.3,5,1947.0
163.9,6,1947.0
157.9,7,1947.0
188.8,8,1947.0
169.4,9,1947.0
163.6,10,1947.0
128.0,11,1947.0
116.5,12,1947.0
108.5,1,1948.0
86.1,2,1948.0
94.8,3,1948.0
189.7,4,1948.0
174.0,5,1948.0
167.8,6,1948.0
142.2,7,1948.0
157.9,8,1948.0
143.3,9,1948.0
136.3,10,1948.0
95.8,11,1948.0
138.0,12,1948.0
119.1,1,1949.0
182.3,2,1949.0
157.5,3,1949.0
147.0,4,1949.0
106.2,5,1949.0
121.7,6,1949.0
125.8,7,1949.0
123.8,8,1949.0
145.3,9,1949.0
131.6,10,1949.0
143.5,11,1949.0
117.6,12,1949.0
101.6,1,1950.0
94.8,2,1950.0
109.7,3,1950.0
113.4,4,1950.0
106.2,5,1950.0
83.6,6,1950.0
91.0,7,1950.0
85.2,8,1950.0
51.3,9,1950.0
61.4,10,1950.0
54.8,11,1950.0
54.1,12,1950.0
59.9,1,1951.0
59.9,2,1951.0
59.9,3,1951.0
92.9,4,1951.0
108.5,5,1951.0
100.6,6,1951.0
61.5,7,1951.0
61.0,8,1951.0
83.1,9,1951.0
51.6,10,1951.0
52.4,11,1951.0
45.8,12,1951.0
40.7,1,1952.0
22.7,2,1952.0
22.0,3,1952.0
29.1,4,1952.0
23.4,5,1952.0
36.4,6,1952.0
39.3,7,1952.0
54.9,8,1952.0
28.2,9,1952.0
23.8,10,1952.0
22.1,11,1952.0
34.3,12,1952.0
26.5,1,1953.0
3.9,2,1953.0
10.0,3,1953.0
27.8,4,1953.0
12.5,5,1953.0
21.8,6,1953.0
8.6,7,1953.0
23.5,8,1953.0
19.3,9,1953.0
8.2,10,1953.0
1.6,11,1953.0
2.5,12,1953.0
0.2,1,1954.0
0.5,2,1954.0
10.9,3,1954.0
1.8,4,1954.0
0.8,5,1954.0
0.2,6,1954.0
4.8,7,1954.0
8.4,8,1954.0
1.5,9,1954.0
7.0,10,1954.0
9.2,11,1954.0
7.6,12,1954.0
23.1,1,1955.0
20.8,2,1955.0
4.9,3,1955.0
11.3,4,1955.0
28.9,5,1955.0
31.7,6,1955.0
26.7,7,1955.0
40.7,8,1955.0
42.7,9,1955.0
58.5,10,1955.0
89.2,11,1955.0
76.9,12,1955.0
73.6,1,1956.0
124.0,2,1956.0
118.4,3,1956.0
110.7,4,1956.0
136.6,5,1956.0
116.6,6,1956.0
129.1,7,1956.0
169.6,8,1956.0
173.2,9,1956.0
155.3,10,1956.0
201.3,11,1956.0
192.1,12,1956.0
165.0,1,1957.0
130.2,2,1957.0
157.4,3,1957.0
175.2,4,1957.0
164.6,5,1957.0
200.7,6,1957.0
187.2,7,1957.0
158.0,8,1957.0
235.8,9,1957.0
253.8,10,1957.0
210.9,11,1957.0
239.4,12,1957.0
202.5,1,1958.0
164.9,2,1958.0
190.7,3,1958.0
196.0,4,1958.0
175.3,5,1958.0
171.5,6,1958.0
191.4,7,1958.0
200.2,8,1958.0
201.2,9,1958.0
181.5,10,1958.0
152.3,11,1958.0
187.6,12,1958.0
217.4,1,1959.0
143.1,2,1959.0
185.7,3,1959.0
163.3,4,1959.0
172.0,5,1959.0
168.7,6,1959.0
149.6,7,1959.0
199.6,8,1959.0
145.2,9,1959.0
111.4,10,1959.0
124.0,11,1959.0
125.0,12,1959.0
146.3,1,1960.0
106.0,2,1960.0
102.2,3,1960.0
122.0,4,1960.0
119.6,5,1960.0
110.2,6,1960.0
121.7,7,1960.0
134.1,8,1960.0
127.2,9,1960.0
